,open,high,low,adjusted close,volume,RSI_14,STO_14,CHO,returns
2012-03-14,68.5,68.5,68.5,68.5,9,63.727360702673096,100.0,-84.74581491854042,0.03007518796992481
2012-03-15,67.99,67.99,66.94,66.94,15,57.56272685134027,65.33333333333329,-76.10393745824695,-0.022773722627737247
2012-03-16,66.7,66.7,65.51,65.51,12,52.544980412643504,33.55555555555567,-69.4682660009712,-0.021362414102180982
2012-03-19,65.51,69.19,64.01,64.01,24,47.8346649535621,0.2222222222223359,-68.07473985943943,-0.022897267592733916
2012-03-20,69.19,69.19,66.04,66.04,32,53.86251129872637,45.33333333333347,-71.49786645080894,0.03171379471957514
2012-03-21,69.17,69.17,65.9,65.9,13,53.404187754794954,42.22222222222235,-70.5347940158099,-0.002119927316777681
2012-03-22,64.0,69.19,58.18,58.18,85,35.477157998816004,0.0,-90.77401038073003,-0.11714719271623675
2012-03-23,65.05,65.1,64.9,64.9,24,50.92127148519108,65.1162790697675,-98.43787067756057,0.11550360948779659
2012-03-26,65.44,65.44,64.0,64.0,10,49.22198524171552,56.395348837209305,-95.8060071002692,-0.013867488443759735
2012-03-27,65.74,69.19,61.01,61.01,30,43.97201294481723,27.42248062015502,-95.56515317317098,-0.04671875000000003
2012-03-28,64.91,64.91,64.08,64.08,7,49.88269338144265,57.1705426356589,-89.00615355093032,0.050319619734469745
2012-03-29,64.0,64.0,63.4,63.4,22,48.65823498939671,50.5813953488372,-85.23145792726427,-0.01061173533083648
2012-03-30,63.69,63.99,63.69,63.69,21,49.23059590752813,53.391472868217036,-82.6207680888474,0.004574132492113581
2012-04-02,65.57,65.57,65.57,65.57,20,52.89662367289048,71.60852713178288,-74.04177969135344,0.029517977704506038
2012-04-03,64.27,64.27,64.01,64.01,6,49.690234989957474,66.55251141552519,-65.7102135559544,-0.023791368003659996
2012-04-04,63.42,63.42,62.75,62.75,23,47.2015218223168,58.1424936386768,-63.646371631883085,-0.019684424308701876
2012-04-05,62.75,62.9,62.75,62.75,6,47.20152182231679,58.1424936386768,-58.92512978706509,0.0
2012-04-09,62.7,63.34,62.2,62.2,40,46.03431716510569,51.14503816793893,-64.36415541544557,-0.008764940239043728
2012-04-10,63.0,63.0,61.8,61.8,33,45.159688051901654,46.891191709844485,-71.23792449757457,-0.006430868167202619
2012-04-11,61.35,62.41,60.95,60.95,25,43.277977591241175,37.48308525033837,-75.52829144056886,-0.013754045307443286
2012-04-12,62.42,62.42,61.5,61.5,12,44.87846268767136,11.904761904761868,-74.23541505914181,0.009023789991796427
2012-04-13,62.0,62.0,61.35,61.35,27,44.50959819295136,8.658008658008645,-75.54874607920647,-0.0024390243902439046
2012-04-16,61.35,61.6,60.73,60.73,27,42.93864818887092,0.0,-77.8088591247797,-0.010105949470252673
2012-04-17,61.6,63.99,60.74,60.74,16,42.97360868392162,0.20661157024803975,-76.75082726869732,0.00016466326362607475
2012-04-18,60.5,62.0,60.01,60.01,26,40.998846946120956,0.0,-77.6133753946051,-0.01201843924925916
2012-04-19,62.35,62.35,62.35,62.35,11,49.0768790102511,42.0863309352519,-70.91047459095716,0.038993501083152804
2012-04-20,62.18,62.99,62.18,62.18,11,48.55674839499078,39.028776978417326,-65.22197202593088,-0.0027265437048917818
2012-04-23,60.29,60.59,60.29,60.29,11,43.08910121379681,7.000000000000016,-60.465587155893445,-0.03039562560308784
2012-04-24,60.67,61.0,60.67,60.67,26,44.443639086483365,24.08759124087603,-61.29564905818552,0.006302869464256178
2012-04-25,63.99,63.99,63.99,63.99,7,54.60865245893359,100.0,-56.062888104468584,0.05472226800725233
2012-04-26,60.75,63.99,59.91,59.91,21,43.96307966189305,0.0,-55.50740515906364,-0.06375996249413984
2012-04-27,61.24,61.6,60.93,60.93,18,46.75749371748442,25.000000000000043,-55.96130712144077,0.01702553830746134
2012-04-30,60.93,60.93,60.93,60.93,7,46.75749371748443,25.000000000000043,-51.0596027309075,0.0
2012-05-02,63.99,63.99,63.99,63.99,30,54.62942666996785,100.0,-44.41257795877755,0.05022156573116687
2012-05-03,61.7,61.7,61.7,61.7,18,48.81298949899621,43.87254901960794,-37.65583346504718,-0.03578684169401469
2012-05-04,60.72,63.05,59.88,59.88,27,44.7362706208606,0.0,-40.059362220577896,-0.029497568881685532
2012-05-07,61.29,61.29,61.0,61.0,6,47.63462126229715,27.25060827250602,-39.309954691678286,0.01870407481629921
2012-05-08,60.0,60.0,59.35,59.35,12,43.9755363648383,0.0,-39.24792845733464,-0.02704918032786885
2012-05-09,59.5,63.99,59.24,59.24,44,43.734342754654975,0.0,-49.65456059202552,-0.0018534119629317614
2012-05-10,59.75,59.75,59.0,59.0,18,43.177901369868344,0.0,-55.125040956772864,-0.004051316677920358
2012-05-11,61.99,61.99,61.99,61.99,17,51.46327206332053,59.91983967935873,-52.35159738268703,0.05067796610169495
2012-05-14,58.0,63.0,57.28,57.28,30,41.25776148469375,0.0,-56.003225250169635,-0.07597999677367318
2012-05-15,57.0,57.0,55.02,55.02,73,37.42292150957048,0.0,-75.63314344547689,-0.03945530726256985
2012-05-16,56.46,57.54,54.93,54.93,41,37.27433811398547,0.0,-89.83327875752002,-0.0016357688113414204
2012-05-17,55.47,55.47,49.6,49.6,53,29.74279798130827,0.0,-104.33939967956394,-0.09703258692881844
2012-05-18,54.0,54.99,53.68,53.68,52,39.7744461926312,28.353022932592065,-117.33377644885331,0.08225806451612905
2012-05-21,55.0,55.94,55.0,55.0,28,42.628587291952705,37.526059763724795,-120.89204181358218,0.024590163934426146
2012-05-22,52.35,55.1,50.09,50.09,25,35.827170465322915,3.954802259887021,-119.31205566227436,-0.08927272727272717
2012-05-23,54.25,54.25,52.48,52.48,43,40.7801532921451,23.244552058111342,-121.50096535682678,0.047714114593731205
2012-05-24,54.0,54.0,50.01,50.01,29,37.5542013075277,3.3091202582727726,-120.57815883588046,-0.04706554878048774
2012-05-25,53.36,53.65,53.36,53.36,15,44.022032918870266,30.347054075867618,-114.01172354631126,0.0669866026794641
2012-05-28,54.58,54.58,54.58,54.58,12,46.20717431669813,40.19370460048424,-100.96075242385268,0.022863568215891972
2012-05-29,55.0,55.0,54.0,54.0,27,45.30179477445146,35.51251008878126,-95.03437765315175,-0.010626603151337455
2012-05-30,53.0,53.0,52.7,52.7,22,43.25597481336179,25.020177562550455,-90.97046273387969,-0.024074074074074026
2012-05-31,54.54,54.54,54.54,54.54,26,46.91041208641999,64.32291666666664,-81.03791001811624,0.0349146110056926
2012-06-01,53.0,54.99,52.96,52.96,35,44.27365744012792,61.99261992619923,-80.7438739053905,-0.028969563623028938
2012-06-04,53.5,53.5,50.01,50.01,18,39.77800170879242,7.592592592592531,-79.0105069577694,-0.05570241691842903
2012-06-05,53.0,57.7,51.91,51.91,32,43.74042068346896,42.7777777777777,-81.3004471193999,0.03799240151969596
2012-06-06,53.23,55.76,53.23,53.23,28,46.38001354979644,64.52905811623242,-83.75538199301809,0.02542862646888855
2012-06-08,53.28,53.28,53.1,53.1,7,46.15036184139456,61.92384769539082,-79.37282062321901,-0.0024422318241592578
2012-06-11,53.65,55.5,53.5,53.5,48,47.019632652671156,76.36761487964992,-85.6369709149003,0.007532956685499137
2012-06-12,53.79,53.79,53.79,53.79,12,47.679065370400956,82.7133479212254,-80.41439867857844,0.005420560747663616
2012-06-13,55.66,55.66,54.75,54.75,30,49.90203499889246,100.0,-80.5129465200007,0.01784718349135539
2012-06-14,54.88,54.88,54.88,54.88,16,50.21053297259622,100.0,-73.2339027710259,0.002374429223744423
2012-06-15,54.62,54.88,52.91,52.91,15,45.6254524006007,59.54825462012312,-68.37121189478785,-0.03589650145772605
2012-06-18,55.48,55.48,55.48,55.48,1,51.80814134536206,100.0,-60.1663645459339,0.04857304857304867
2012-06-19,57.99,57.99,57.99,57.99,32,56.95592621942948,100.0,-51.340166579931974,0.045241528478731086
2012-06-20,56.13,56.13,55.01,55.01,19,50.11185641098318,62.65664160400999,-49.10761590395123,-0.05138817037420251
2012-06-21,55.3,55.3,55.0,55.0,32,50.090104577518815,62.53132832080199,-53.911789181642234,-0.00018178512997635288
2012-06-22,54.55,54.55,52.92,52.92,26,45.65138830194708,36.466165413533865,-59.248788324184716,-0.03781818181818175
2012-06-25,53.41,53.41,53.0,53.0,13,45.85014149238877,17.92763157894741,-60.18221630714834,0.0015117157974300355
2012-06-26,55.62,55.62,52.5,52.5,22,44.7486768684823,0.0,-62.09296263568103,-0.009433962264150941
2012-06-27,53.0,53.0,52.02,52.02,29,43.66422191929717,0.0,-66.45708953030407,-0.00914285714285712
2012-06-28,52.25,53.0,51.8,51.8,23,43.148091995097964,0.0,-69.51904239319265,-0.004229142637447225
2012-06-29,53.19,53.19,53.06,53.06,23,47.01130857275232,20.355411954765817,-71.76992834731936,0.02432432432432452
2012-07-02,53.15,53.15,52.6,52.6,25,45.788022945445825,12.924071082391011,-74.12075184099376,-0.008669430833019187
2012-07-03,55.2,55.2,55.2,55.2,22,53.200552805393656,54.927302100161604,-68.34420219436288,0.049429657794676896
2012-07-04,55.5,55.5,55.08,55.08,13,52.84143380400358,52.988691437802885,-63.9043225934729,-0.0021739130434783593
2012-07-05,56.93,56.93,56.93,56.93,48,57.59396595035122,82.87560581583196,-56.278524339199066,0.033587509077705135
2012-07-06,56.0,56.0,52.01,52.01,18,44.69392648844618,3.3925686591276363,-53.76992284040898,-0.08642192165817675
2012-07-10,54.1,54.1,54.1,54.1,11,49.83421539964875,44.83430799220279,-47.855501969344914,0.04018457988848301
2012-07-11,53.2,53.22,52.41,52.41,38,46.10285160466431,11.890838206627663,-53.17637506965548,-0.031238447319778317
2012-07-12,52.49,52.49,52.49,52.49,44,46.30779746653483,13.450292397660906,-50.51887996774167,0.0015264262545315876
2012-07-13,53.15,53.15,53.15,53.15,15,48.062459102561995,26.315789473684227,-44.839097429066896,0.012573823585444677
2012-07-16,53.0,53.0,52.44,52.44,20,46.30919053316907,12.475633528265112,-44.80290480516851,-0.01335841956726247
2012-07-17,54.0,54.97,54.0,54.0,23,50.57534918775902,42.884990253411345,-48.033289204351604,0.029748283752860427
2012-07-18,53.46,53.46,53.44,53.44,42,49.06810220206644,31.96881091617933,-58.35178380459547,-0.010370370370370363
2012-07-19,54.99,54.99,54.99,54.99,7,53.22340339429233,60.56910569105697,-57.26827852241695,0.029004491017964096
2012-07-20,51.11,51.11,51.11,51.11,5,43.628010367304675,0.0,-51.61881922185421,-0.07055828332424086
2012-07-23,54.39,54.39,54.39,54.39,28,51.575847453016934,56.35738831615122,-44.61505685094744,0.06417530815887296
2012-07-24,52.0,52.07,51.45,51.45,43,45.3974577730079,5.841924398625488,-51.37578525952995,-0.05405405405405406
2012-07-25,51.85,52.2,51.7,51.7,36,45.98994758117476,10.137457044673598,-60.92555731162429,0.004859086491739495
2012-07-26,52.11,52.29,52.11,52.11,27,47.00555737658846,25.77319587628864,-67.88450430426747,0.007930367504835445
2012-07-27,53.12,56.0,51.52,51.52,69,45.67455317066143,10.567010309278439,-86.5145731382072,-0.011322203032047562
2012-07-30,56.0,56.0,56.0,56.0,31,55.88848358002222,100.0,-86.27100373897702,0.08695652173913038
2012-07-31,56.4,56.4,55.4,55.4,17,54.41294774580909,87.73006134969322,-83.73763410001993,-0.010714285714285787
2012-08-01,55.33,55.33,55.18,55.18,47,53.85153580906269,83.23108384458078,-90.0432888744399,-0.003971119133573953
2012-08-02,54.9,55.16,54.55,54.55,36,52.19089137274585,70.34764826175864,-95.89166683796793,-0.011417180137731076
2012-08-03,56.5,56.5,56.5,56.5,34,56.647192536736526,100.0,-89.56676083803177,0.03574702108157668
2012-08-06,57.76,57.76,57.76,57.76,45,59.28782985676705,100.0,-78.83686648961157,0.02230088495575222
2012-08-07,57.62,58.0,54.63,54.63,36,50.98062104033859,52.93233082706773,-78.73492184840143,-0.054189750692520744
2012-08-08,57.5,57.72,57.0,57.0,15,56.00706871188882,88.5714285714286,-76.30822432599962,0.043382756727073035
2012-08-09,57.99,59.46,57.5,57.5,20,57.00863779208155,95.87955625990494,-74.74200949072838,0.00877192982456143
2012-08-10,58.1,58.1,55.6,55.6,22,52.14993780518648,65.76862123613316,-74.30655710492283,-0.03304347826086951
2012-08-13,57.57,57.57,57.57,57.57,3,56.307892225889624,96.95512820512823,-67.37327593751252,0.03543165467625897
2012-08-14,58.0,58.4,55.02,55.02,66,50.224179406670345,56.089743589743634,-79.41209037415683,-0.04429390307451797
2012-08-15,57.15,57.15,57.15,57.15,7,54.6333809928739,90.22435897435898,-77.11777897272259,0.038713195201744766
2012-08-16,59.55,59.55,59.55,59.55,32,59.03644947627173,100.0,-69.16848985664546,0.04199475065616798
2012-08-17,59.0,59.99,58.47,58.47,12,56.38443753224721,78.40000000000003,-63.44664523098618,-0.01813602015113347
2012-08-20,58.47,58.74,57.53,57.53,34,54.106239979480165,59.60000000000007,-66.15619559027255,-0.016076620489139715
2012-08-21,58.77,60.0,58.7,58.7,34,56.46412229171879,83.00000000000011,-72.06863022875041,0.020337215365896055
2012-08-22,58.0,59.99,56.09,56.09,28,50.26063643017207,29.67479674796753,-76.84475074149668,-0.044463373083475255
2012-08-23,58.45,59.72,57.81,57.81,20,53.85836824710185,64.63414634146348,-78.176368156448,0.03066500267427341
2012-08-24,57.7,57.7,57.7,57.7,34,53.59139206219026,62.39837398373991,-71.61417817510664,-0.0019027849852966128
2012-08-27,57.2,57.42,57.2,57.2,37,52.32180053716514,48.12362030905083,-74.19199334830046,-0.008665511265164683
2012-08-28,58.0,58.0,58.0,58.0,20,54.19169818214519,65.78366445916116,-68.50182743370533,0.013986013986013957
2012-08-29,57.4,57.4,55.26,55.26,24,47.343124063245575,5.298013245033006,-67.58295706473291,-0.04724137931034489
2012-08-30,57.42,57.42,57.42,57.42,19,52.445228782320505,52.98013245033116,-61.06315036211163,0.039087947882736174
2012-08-31,56.17,56.66,55.04,55.04,17,47.037148233193484,0.44150110375267215,-58.25385213177651,-0.04144897248345525
2012-09-03,56.2,57.47,56.2,56.2,32,49.75660322550321,25.720620842572156,-61.990607207641006,0.02107558139534893
2012-09-04,56.0,56.0,55.68,55.68,18,48.553072263218866,14.190687361419089,-63.611042719334364,-0.009252669039146011
2012-09-05,55.73,55.8,55.73,55.73,36,48.68161007713735,18.85245901639336,-69.94567154441029,0.0008979885057471826
2012-09-06,57.25,57.28,57.25,57.25,15,52.56184087947874,60.382513661202154,-70.95114046894014,0.027274358514265185
2012-09-10,57.75,58.12,56.71,56.71,29,51.08407734486317,45.62841530054645,-74.13963771332055,-0.009432314410480314
2012-09-11,61.99,61.99,61.99,61.99,9,62.25757267976728,100.0,-68.704055884853,0.09310527243872335
2012-09-12,58.42,58.99,58.42,58.42,25,53.37926189188432,48.63309352517987,-68.18913096562028,-0.05758993386030009
2012-09-13,60.77,60.77,60.77,60.77,16,57.659594358340605,82.44604316546766,-61.77946795616299,0.04022595001711737
2012-09-14,61.38,62.0,60.85,60.85,19,57.80163114230287,83.59712230215827,-59.58647236507386,0.0013164390324171826
2012-09-17,61.15,61.35,60.28,60.28,53,56.35113025375749,75.39568345323741,-70.13602213468403,-0.009367296631059951
2012-09-18,60.8,62.0,60.8,60.8,28,57.40136588946482,82.87769784172656,-76.98483593761921,0.00862641008626408
2012-09-19,61.85,61.85,61.85,61.85,34,59.51939248082518,97.98561151079136,-72.78800195362419,0.01726973684210531
2012-09-20,60.48,61.61,60.13,60.13,15,54.71980302226643,73.23741007194246,-69.22675151005387,-0.027809215844785795
2012-09-21,61.17,61.17,61.17,61.17,1,56.978810116850376,87.00475435816165,-61.476535281166434,0.01729585897222674
2012-09-24,59.56,62.52,59.56,59.56,37,52.60357154311964,61.48969889064978,-64.48994361702353,-0.02632009154814452
2012-09-25,60.4,60.4,59.49,59.49,16,52.41511909314165,60.06389776357831,-64.95088851638138,-0.001175285426460726
2012-09-26,60.58,60.58,60.1,60.1,16,53.962905199333576,64.20454545454545,-64.32573974691331,0.010253824172129722
2012-09-27,59.4,59.4,59.4,59.4,23,51.877576477984874,50.946969696969646,-58.22220254596323,-0.011647254575707255
2012-09-28,59.02,59.02,56.84,56.84,17,45.0249227481119,0.0,-55.84146436769515,-0.04309764309764297
2012-10-01,59.0,59.0,59.0,59.0,26,50.91627621954405,43.11377245508977,-49.79102926142514,0.0380014074595354
2012-10-02,58.5,59.0,58.13,58.13,9,48.654635372740884,25.748502994011968,-45.65303042251617,-0.01474576271186434
2012-10-03,58.3,58.3,58.3,58.3,12,49.13012606372366,29.141716566866155,-39.80993722192943,0.0029244796146568053
2012-10-04,57.3,57.99,57.3,57.3,45,46.40763788767031,9.181636726546785,-48.11867752857506,-0.01715265866209259
2012-10-05,57.55,57.55,57.55,57.55,2,47.19543482220761,14.171656686626626,-47.14328242465854,0.0043630017452007674
2012-10-08,58.9,58.9,58.9,58.9,20,51.353942250185035,41.117764471057804,-42.45850420650095,0.023457862728062606
2012-10-09,58.25,58.25,57.5,57.5,17,47.202403689275314,15.24249422632787,-42.09123091772199,-0.02376910016977929
2012-10-10,57.5,61.0,54.55,54.55,29,39.885476459249055,0.0,-47.34177994262427,-0.05130434782608706
2012-10-11,57.33,58.17,54.55,54.55,18,39.885476459249055,0.0,-50.91320636682212,0.0
2012-10-15,58.0,59.0,57.82,57.82,41,49.87441188504411,58.918918918918926,-60.791225688531995,0.05994500458295149
2012-10-16,58.2,59.2,58.2,58.2,17,50.89554237067417,65.76576576576582,-64.71484943851829,0.0065721203735731315
2012-10-17,58.96,61.47,58.96,58.96,37,52.95953456341371,90.92783505154645,-72.20952738821507,0.013058419243986208
2012-10-18,58.9,58.97,58.6,58.6,12,51.847825189315714,91.01123595505621,-72.52921133115888,-0.006105834464043447
2012-10-19,58.39,62.49,57.49,57.49,12,48.46935922723164,66.06741573033715,-69.8846082771197,-0.018941979522184238
2012-10-22,57.8,58.32,57.8,57.8,28,49.45984663239377,73.6961451247165,-71.35866991244256,0.00539224212906575
2012-10-23,57.75,57.75,56.7,56.7,114,46.07554132051669,48.75283446712027,-101.74727058876306,-0.019031141868511958
2012-10-24,56.7,56.93,56.31,56.31,26,44.902419485449116,39.90929705215428,-113.2019462659955,-0.006878306878306928
2012-10-25,55.5,57.99,54.16,54.16,56,39.006303668169274,0.0,-125.41504574660212,-0.038181495293908796
2012-10-26,57.99,57.99,57.99,57.99,22,51.27939425323456,79.7916666666667,-119.00994592159986,0.07071639586410639
2012-10-29,56.29,56.29,55.86,55.86,2,45.76420497919589,35.4166666666667,-106.20695545338094,-0.03673047077082259
2012-10-30,56.5,56.5,56.5,56.5,22,47.58823253314068,48.75000000000003,-91.31419067457318,0.011457214464733356
2012-10-31,57.0,57.0,56.5,56.5,27,47.58823253314068,48.75000000000003,-85.5113150216639,0.0
2012-11-01,57.6,57.6,57.6,57.6,11,50.881113094500755,71.6666666666667,-75.36365543492138,0.019469026548672552
2012-11-05,57.14,57.43,57.14,57.14,30,49.48108667404576,62.08333333333336,-73.90655329171568,-0.007986111111111138
2012-11-06,58.2,58.38,58.2,58.2,40,52.710175885751376,84.16666666666673,-79.31896120682359,0.018550927546377327
2012-11-07,58.29,59.0,56.99,56.99,36,48.870152033538886,63.73873873873879,-85.77685888018459,-0.02079037800687289
2012-11-08,57.71,63.9,55.88,55.88,49,45.58903199457998,42.57425742574266,-96.21173893846571,-0.019477101245832573
2012-11-09,58.05,58.05,58.05,58.05,36,52.32759005383013,96.28712871287115,-91.73403178527951,0.038833214030064234
2012-11-12,56.0,56.83,56.0,56.0,16,46.47223909851366,45.54455445544556,-86.65369415190071,-0.03531438415159338
2012-11-13,57.24,57.24,57.24,57.24,5,50.10886079214137,76.23762376237624,-76.69776565115899,0.022142857142857242
2012-11-14,57.0,57.0,55.03,55.03,24,44.32847163263066,21.534653465346615,-73.28872529603541,-0.03860936408106219
2012-11-16,55.0,55.0,55.0,55.0,12,44.25384270504857,0.0,-65.23150648735464,-0.0005451571869888872
2012-11-19,54.6,55.15,54.0,54.0,17,41.73178601949969,0.0,-61.41432547569275,-0.018181818181818188
2012-11-21,55.24,55.57,55.24,55.24,14,45.85264251633111,29.523809523809554,-58.724176382645965,0.022962962962963074
2012-11-22,55.53,56.0,55.29,55.29,28,46.018423362504116,30.714285714285673,-61.19419026374817,0.0009051412020275595
2012-11-23,56.27,56.27,56.27,56.27,55,49.29520053361552,54.04761904761909,-56.64154228195548,0.017724724181588103
2012-11-26,56.55,56.55,55.65,55.65,15,47.337453679344044,39.28571428571422,-54.40259153675288,-0.011018304602807949
2012-11-27,55.65,56.34,55.18,55.18,55,45.85086678713286,28.095238095238066,-66.04096700064838,-0.008445642407906573
2012-11-28,55.52,55.52,55.52,55.52,88,47.14400632437723,37.53086419753097,-64.7983963266015,0.00616165277274372
2012-11-29,55.84,58.62,55.84,55.84,104,48.393162872125295,45.432098765432215,-91.49021774809808,0.0057636887608070175
2012-11-30,58.94,58.94,55.69,55.69,141,47.822628214390754,41.72839506172837,-138.95594308059663,-0.002686246418338256
2012-12-03,56.92,58.24,56.92,56.92,117,52.74263869408122,90.12345679012346,-182.96865407191217,0.02208655054767461
2012-12-04,56.92,57.42,56.8,56.8,90,52.225240280214805,86.41975308641962,-212.97670365218073,-0.0021082220660576523
2012-12-05,56.46,56.46,56.46,56.46,6,50.70743100582321,84.24657534246573,-205.89120542164892,-0.005985915492957683
2012-12-06,56.46,56.72,56.35,56.35,52,50.19911791686869,80.47945205479452,-200.82066474296153,-0.0019482819695358922
2012-12-07,57.15,57.45,57.15,57.15,12,53.824496070459574,100.0,-184.30811039730906,0.01419698314108242
2012-12-10,57.86,58.94,57.86,57.86,28,56.828279906642564,100.0,-169.70678267348558,0.012423447069116467
2012-12-11,58.39,58.39,58.39,58.39,43,58.9737433970902,100.0,-148.30562290735543,0.009160041479433056
2012-12-12,58.37,58.46,58.29,58.29,7,58.38418636759242,96.88473520249217,-128.29554637521505,-0.0017126220243192103
2012-12-13,59.49,59.49,59.49,59.49,26,63.14546882798049,100.0,-108.44637448620051,0.02058672156459096
2012-12-14,58.6,58.6,58.5,58.5,23,57.3190320747273,77.03016241299301,-97.785679214634,-0.016641452344931973
2012-12-17,59.0,59.44,58.5,58.5,13,57.3190320747273,75.06297229219138,-88.67124212998897,0.0
2012-12-18,59.15,59.15,59.15,59.15,18,60.120936542758095,91.05263157894728,-76.88158676587045,0.011111111111111072
2012-12-19,59.5,59.7,59.16,59.16,13,60.164264003372466,91.31578947368408,-69.20567440986633,0.00016906170752317706
2012-12-20,59.67,59.7,59.6,59.6,17,62.1146772457185,100.0,-65.18319440819323,0.007437457741717557
2012-12-21,60.0,61.0,59.09,59.09,41,58.53711430064106,84.30769230769238,-70.65734400693327,-0.008557046979865701
2012-12-26,59.84,61.44,59.84,59.84,36,62.00302847946495,100.0,-77.92791938688606,0.012692502961584085
2012-12-27,60.26,60.56,59.0,59.0,34,56.32423246846038,75.93123209169046,-84.63607118930668,-0.014037433155080326
2012-12-28,59.65,60.07,59.65,59.65,13,59.42136343537135,92.93680297397754,-83.82249045372009,0.011016949152542255
2013-01-02,61.5,61.99,61.5,61.5,53,66.66645094978328,100.0,-92.73307192977518,0.031014249790444204
2013-01-03,62.05,62.08,62.05,62.05,18,68.46889196769217,100.0,-93.67530326824635,0.008943089430894169
2013-01-04,61.92,62.0,61.3,61.3,95,63.431908323572586,80.0531914893617,-115.77209760900587,-0.01208702659145855
2013-01-07,61.86,62.58,60.72,60.72,37,59.769964701372956,62.53521126760565,-126.05968642048538,-0.009461663947797683
2013-01-08,60.29,62.74,60.0,60.0,30,55.48755099827575,42.253521126760596,-128.35372853185982,-0.011857707509881354
2013-01-09,60.3,60.55,59.91,59.91,13,54.95748836020289,39.718309859154864,-121.7600431656465,-0.0015000000000000568
2013-01-10,60.38,60.38,60.38,60.38,8,57.25399246658603,45.24590163934439,-107.99353159125894,0.007845100984810616
2013-01-11,60.23,60.23,60.15,60.15,6,55.75586137269354,37.70491803278687,-94.45327398367226,-0.0038092083471348293
2013-01-14,60.6,61.5,60.6,60.6,29,58.06772306074956,52.45901639344272,-89.55468914657831,0.007481296758104827
2013-01-15,61.0,62.57,61.0,61.0,12,60.065235060466335,65.57377049180334,-83.22756906226277,0.0066006600660066805
2013-01-16,60.68,62.57,60.68,60.68,37,57.69729306342523,55.081967213114794,-84.84578638523817,-0.0052459016393442415
2013-01-17,60.97,61.0,60.7,60.7,29,57.80924455430194,55.737704918032925,-87.02180380094796,0.0003295978905735186
2013-01-18,61.38,61.38,61.38,61.38,23,61.53638237247346,72.08333333333354,-80.00091967079788,0.011202635914332681
2013-01-21,60.79,60.79,60.79,60.79,20,56.844227867916494,41.12149532710291,-69.85592891927809,-0.009612251547735484
2013-01-22,60.73,61.09,60.34,60.34,62,53.49388199369448,20.093457943925547,-79.08243916463107,-0.007402533311399839
2013-01-23,62.49,62.49,62.49,62.49,42,64.31552519952088,100.0,-75.66760797705501,0.035631421942326824
2013-01-24,60.81,60.95,60.24,60.24,31,50.953168547199354,12.790697674418789,-77.25539449229836,-0.036005760921747454
2013-01-28,59.95,60.0,58.9,58.9,36,44.961899131302644,0.0,-82.33627129532397,-0.022244355909694646
2013-01-29,58.92,59.5,58.92,58.92,10,45.06572389231402,0.5571030640669389,-80.11151441466063,0.00033955857385414845
2013-01-30,58.57,59.0,58.57,58.57,21,43.51856540983348,0.0,-78.60033983457834,-0.005940257976917884
2013-01-31,58.15,60.81,58.15,58.15,57,41.66982449855097,0.0,-88.9730102494359,-0.007170906607478211
2013-02-01,60.1,60.1,59.49,59.49,10,49.09940857017395,30.875576036866413,-88.3097381228581,0.023043852106620966
2013-02-04,59.0,59.0,58.32,58.32,9,43.84788180275208,3.917050691244276,-82.87387787736952,-0.019667170953101443
2013-02-05,58.4,62.08,58.14,58.14,31,43.084396530872674,0.0,-82.97976433392614,-0.0030864197530864335
2013-02-06,57.65,58.06,57.65,57.65,34,40.99192931300911,0.0,-86.29764839913696,-0.008427932576539399
2013-02-07,57.79,60.2,57.1,57.1,75,38.71886086893845,0.0,-103.67336020804942,-0.0095403295750216
2013-02-08,57.18,59.92,57.1,57.1,34,38.718860868938435,0.0,-112.17493683751673,0.0
2013-02-13,57.55,59.01,57.2,57.2,25,39.427131077376046,1.85528756957331,-113.409678472206,0.0017513134851139256
2013-02-14,57.27,57.27,56.79,56.79,41,37.51278692752623,0.0,-116.65028382558376,-0.007167832167832233
2013-02-15,57.32,57.32,56.77,56.77,32,37.41734731747117,0.0,-117.55323294084519,-0.00035217467864057106
2013-02-18,56.55,56.55,56.5,56.5,6,36.08269914815088,0.0,-109.14505458436906,-0.004756033116082525
2013-02-19,56.54,56.75,56.0,56.0,50,33.686408801684465,0.0,-111.69215847644955,-0.008849557522123908
2013-02-20,56.1,56.15,54.0,54.0,98,26.193121918564355,0.0,-133.76214111596346,-0.0357142857142857
2013-02-21,56.0,56.0,54.67,54.67,37,31.67613826754102,12.204007285974527,-142.40330300293863,0.012407407407407423
2013-02-22,55.0,55.42,55.0,55.0,21,34.266344305213806,18.214936247723127,-139.6743871383369,0.006036217303822866
2013-02-25,58.95,58.95,55.42,55.42,31,37.513251438444165,32.8703703703704,-135.72397727146745,0.007636363636363663
2013-02-26,55.3,55.52,54.83,54.83,27,34.90495712191207,20.048309178743917,-130.36026621051133,-0.010645976181883898
2013-02-27,55.51,57.12,55.51,55.51,48,40.07639600853569,41.36986301369859,-131.58781475760043,0.01240196972460339
2013-02-28,55.78,57.11,55.73,55.73,68,41.69039055667785,54.06249999999986,-141.76382873021066,0.003963249864889162
2013-03-01,55.67,60.0,55.67,55.67,31,41.36317700674971,52.18750000000001,-142.90275910682976,-0.0010766194150366726
2013-03-04,56.0,56.0,55.13,55.13,34,38.439056741262654,35.31250000000005,-141.19570706877857,-0.009700017962996244
