,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2014-07-04,52.3,52.6,52.3,52.6,52.6,3,0.0,1.0
2014-07-07,52.23,52.5,52.01,52.01,52.01,37,0.0,1.0
2014-07-08,52.4,52.5,52.01,52.2,52.2,36,0.0,1.0
2014-07-10,52.5,53.99,52.5,52.86,52.86,51,0.0,1.0
2014-07-11,53.0,53.36,52.9,53.36,53.36,39,0.0,1.0
2014-07-14,53.35,55.0,53.35,55.0,55.0,51,0.0,1.0
2014-07-15,54.34,54.99,54.2,54.3,54.3,55,0.0,1.0
2014-07-16,54.31,54.39,54.0,54.39,54.39,41,0.0,1.0
2014-07-17,51.7,55.29,51.7,55.0,55.0,55,0.0,1.0
2014-07-18,54.99,55.75,54.99,55.5,55.5,69,0.0,1.0
2014-07-21,55.49,56.2,55.01,56.2,56.2,74,0.0,1.0
2014-07-22,56.02,56.97,55.73,56.6,56.6,64,0.0,1.0
2014-07-23,55.6,56.0,55.5,55.88,55.88,49,0.0,1.0
2014-07-24,56.01,56.52,55.85,56.48,56.48,51,0.0,1.0
2014-07-25,56.5,56.5,56.01,56.28,56.28,29,0.0,1.0
2014-07-28,56.34,56.34,55.81,56.16,56.16,50,0.0,1.0
2014-07-29,56.0,56.2,55.5,55.75,55.75,46,0.0,1.0
2014-07-30,55.85,55.87,55.17,55.39,55.39,1246030,0.0,1.0
2014-07-31,55.1,55.1,54.03,54.33,54.33,1619210,0.0,1.0
2014-08-01,54.05,54.56,53.81,54.41,54.41,1055070,0.0,1.0
2014-08-04,55.1,55.1,54.08,55.05,55.05,1152860,0.0,1.0
2014-08-05,54.97,55.46,54.56,54.64,54.64,1283360,0.0,1.0
2014-08-06,54.66,55.32,54.2,54.98,54.98,1464980,0.0,1.0
2014-08-07,55.55,55.55,54.49,54.83,54.83,1645490,0.0,1.0
2014-08-08,54.15,54.45,53.85,54.09,54.09,639590,0.0,1.0
2014-08-11,54.3,55.15,54.3,55.09,55.09,931410,0.0,1.0
2014-08-12,54.99,55.31,54.81,54.94,54.94,1307160,0.0,1.0
2014-08-13,55.23,55.25,53.67,54.11,54.11,3125590,0.0,1.0
2014-08-14,54.19,54.47,53.8,54.27,54.27,1202210,0.0,1.0
2014-08-15,54.41,55.5,54.41,55.4,55.4,1869070,0.0,1.0
2014-08-18,56.1,56.16,55.49,56.04,56.04,1206730,0.0,1.0
2014-08-19,55.89,56.96,55.84,56.87,56.87,1047170,0.0,1.0
2014-08-20,56.87,57.5,56.65,57.3,57.3,892040,0.0,1.0
2014-08-21,57.4,57.69,57.0,57.46,57.46,1132790,0.0,1.0
2014-08-22,57.1,57.33,56.58,56.86,56.86,675080,0.0,1.0
2014-08-25,57.31,58.2,57.25,58.2,58.2,490510,0.0,1.0
2014-08-26,58.15,58.99,57.96,58.2,58.2,926090,0.0,1.0
2014-08-27,58.39,59.6,58.39,59.27,59.27,1227180,0.0,1.0
2014-08-28,58.74,59.38,58.6,58.72,58.72,1304770,0.0,1.0
2014-08-29,59.19,59.85,58.7,59.69,59.69,1725140,0.0,1.0
2014-09-01,60.22,60.66,59.55,59.55,59.55,2016600,0.0,1.0
2014-09-02,59.56,60.6,59.31,60.17,60.17,1331110,0.0,1.0
2014-09-03,60.48,60.68,59.53,60.24,60.24,1204980,0.0,1.0
2014-09-04,59.56,60.09,59.1,59.4,59.4,1299600,0.0,1.0
2014-09-05,59.4,59.4,58.62,59.08,59.08,993070,0.0,1.0
2014-09-08,59.86,59.88,57.5,57.5,57.5,1321050,0.0,1.0
2014-09-09,57.16,57.93,56.73,57.15,57.15,1249780,0.0,1.0
2014-09-10,56.84,56.89,55.91,56.64,56.64,1911150,0.0,1.0
2014-09-11,56.76,57.25,56.55,56.69,56.69,1799920,0.0,1.0
2014-09-12,56.47,56.47,55.15,55.25,55.25,1323020,0.0,1.0
2014-09-15,55.49,56.4,55.29,56.4,56.4,1599080,0.0,1.0
2014-09-16,56.41,58.61,56.41,57.51,57.51,2114530,0.0,1.0
2014-09-17,58.12,58.43,57.39,57.39,57.39,1812230,0.0,1.0
2014-09-18,57.24,57.68,56.5,56.82,56.82,1813230,0.0,1.0
2014-09-19,56.47,56.95,55.93,56.28,56.28,1160480,0.0,1.0
2014-09-22,55.29,55.33,54.44,55.23,55.23,1500080,0.0,1.0
2014-09-23,54.88,55.84,54.52,54.82,54.82,1633450,0.0,1.0
2014-09-24,54.78,55.58,54.4,55.27,55.27,1045970,0.0,1.0
2014-09-25,54.91,55.04,54.32,54.4,54.4,1800050,0.0,1.0
2014-09-26,54.57,55.94,54.4,55.64,55.64,1523370,0.0,1.0
2014-09-29,53.13,53.94,52.65,52.92,52.92,5495610,0.0,1.0
2014-09-30,52.64,52.99,52.09,52.64,52.64,2409100,0.0,1.0
2014-10-01,51.92,52.22,51.14,51.14,51.14,2184090,0.0,1.0
2014-10-02,51.34,52.5,51.04,51.8,51.8,2870080,0.0,1.0
2014-10-03,52.5,53.04,51.87,53.04,53.04,1829690,0.0,1.0
2014-10-06,57.74,57.74,55.41,55.71,55.71,4112530,0.0,1.0
2014-10-07,56.15,56.78,55.79,55.87,55.87,2209320,0.0,1.0
2014-10-08,56.39,56.8,54.63,55.85,55.85,2678070,0.0,1.0
2014-10-09,56.5,56.75,55.73,55.84,55.84,3487830,0.0,1.0
2014-10-10,55.61,55.61,53.56,53.56,53.56,1819320,0.0,1.0
2014-10-13,55.5,57.2,55.33,56.16,56.16,3108690,0.0,1.0
2014-10-14,56.38,57.28,55.72,56.34,56.34,1354960,0.0,1.0
2014-10-15,55.17,55.28,53.42,54.55,54.55,4326960,0.0,1.0
2014-10-16,53.14,53.92,52.71,52.77,52.77,3991050,0.0,1.0
2014-10-17,53.99,54.45,53.33,54.19,54.19,3201350,0.0,1.0
2014-10-20,54.14,54.14,52.82,52.87,52.87,2613640,0.0,1.0
2014-10-21,51.25,51.73,50.06,51.03,51.03,5972180,0.0,1.0
2014-10-22,50.99,51.8,50.62,50.99,50.99,3548610,0.0,1.0
2014-10-23,50.99,50.99,49.17,49.17,49.17,3342310,0.0,1.0
2014-10-24,49.9,51.72,49.09,50.3,50.3,5422350,0.0,1.0
2014-10-27,46.71,49.6,46.71,49.1,49.1,5566550,0.0,1.0
2014-10-28,49.8,51.0,49.79,50.82,50.82,3486240,0.0,1.0
2014-10-29,50.98,50.98,49.42,49.42,49.42,1615260,0.0,1.0
2014-10-30,49.11,51.1,49.11,50.76,50.76,2623280,0.0,1.0
2014-10-31,51.21,52.98,51.02,52.98,52.98,2390880,0.0,1.0
2014-11-03,52.53,52.7,51.56,52.31,52.31,3361390,0.0,1.0
2014-11-04,52.72,52.94,51.9,52.88,52.88,3100740,0.0,1.0
2014-11-05,52.69,52.7,52.06,52.21,52.21,1294850,0.0,1.0
2014-11-06,51.99,51.99,50.98,51.22,51.22,1899370,0.0,1.0
2014-11-07,52.3,52.3,50.7,51.8,51.8,1890980,0.0,1.0
2014-11-10,52.0,52.34,51.23,51.23,51.23,453140,0.0,1.0
2014-11-11,51.21,51.24,50.55,50.94,50.94,1104720,0.0,1.0
2014-11-12,50.87,52.01,50.43,51.35,51.35,1425660,0.0,1.0
2014-11-13,51.8,51.9,50.35,50.35,50.35,1340420,0.0,1.0
2014-11-14,49.64,50.52,49.1,50.34,50.34,1939130,0.0,1.0
2014-11-17,50.35,50.82,49.65,49.82,49.82,964740,0.0,1.0
2014-11-18,50.29,50.73,49.7,50.64,50.64,1141660,0.0,1.0
2014-11-19,50.6,51.93,50.6,51.93,51.93,3915840,0.0,1.0
2014-11-21,52.95,54.76,52.51,54.67,54.67,5867650,0.0,1.0
2014-11-24,55.28,55.75,53.71,53.83,53.83,3743220,0.0,1.0
2014-11-25,53.99,54.85,53.61,54.03,54.03,3653790,0.0,1.0
2014-11-26,54.73,54.73,53.41,53.64,53.64,1994850,0.0,1.0
2014-11-27,53.9,54.51,53.0,53.29,53.29,1382280,0.0,1.0
2014-11-28,53.3,53.94,52.97,53.15,53.15,1159770,0.0,1.0
2014-12-01,52.52,52.85,50.61,50.75,50.75,3382630,0.0,1.0
2014-12-02,50.95,51.16,50.06,50.11,50.11,2849400,0.0,1.0
2014-12-03,50.66,51.03,50.43,50.72,50.72,1249700,0.0,1.0
2014-12-04,51.2,51.2,49.69,49.9,49.9,749140,0.0,1.0
2014-12-05,50.28,50.65,49.71,50.36,50.36,1017080,0.0,1.0
2014-12-08,50.23,50.41,48.67,48.91,48.91,1130200,0.0,1.0
2014-12-09,48.5,48.89,48.0,48.76,48.76,1469240,0.0,1.0
2014-12-10,48.65,48.79,47.92,48.05,48.05,1298820,0.0,1.0
2014-12-11,48.12,48.62,47.45,48.37,48.37,1451320,0.0,1.0
2014-12-12,48.17,48.33,46.63,46.75,46.75,2298580,0.0,1.0
2014-12-15,47.26,47.26,45.05,45.58,45.58,2660460,0.0,1.0
2014-12-16,44.51,46.22,44.13,45.7,45.7,5078200,0.0,1.0
2014-12-17,46.05,47.84,45.95,47.34,47.34,2344040,0.0,1.0
2014-12-18,47.66,48.17,46.89,46.89,46.89,1246720,0.0,1.0
2014-12-19,47.25,48.2,47.25,48.2,48.2,1165960,0.0,1.0
2014-12-22,48.46,48.67,47.75,48.65,48.65,1142220,0.0,1.0
2014-12-23,48.63,49.35,48.42,49.34,49.34,1288850,0.0,1.0
2014-12-26,49.4,49.8,48.6,48.63,48.63,1046620,0.0,1.0
2014-12-29,48.52,49.55,48.52,49.09,49.09,1684290,0.0,1.0
2014-12-30,49.2,49.5,48.54,48.54,48.54,2144630,0.0,1.0
2015-01-02,48.13,48.34,46.97,47.26,47.26,2640740,0.0,1.0
2015-01-05,46.5,46.65,45.99,46.32,46.32,938690,0.0,1.0
2015-01-06,46.4,46.75,46.01,46.58,46.58,2002600,0.0,1.0
2015-01-07,47.04,48.53,47.04,48.15,48.15,1498860,0.0,1.0
2015-01-08,48.35,48.89,47.62,48.51,48.51,2032600,0.0,1.0
2015-01-09,48.24,48.26,47.22,47.53,47.53,2695020,0.0,1.0
2015-01-12,47.5,47.5,46.68,46.83,46.83,2747550,0.0,1.0
2015-01-13,46.88,47.64,46.64,46.64,46.64,4768930,0.0,1.0
2015-01-14,46.2,46.99,46.11,46.48,46.48,2405740,0.0,1.0
2015-01-15,46.54,47.53,46.49,47.0,47.0,2474940,0.0,1.0
2015-01-16,47.24,47.95,46.8,47.6,47.6,1726960,0.0,1.0
2015-01-19,47.36,47.46,46.2,46.31,46.31,1042880,0.0,1.0
2015-01-20,47.14,47.36,46.3,46.52,46.52,1449030,0.0,1.0
2015-01-21,47.0,47.99,46.7,47.81,47.81,1908980,0.0,1.0
2015-01-22,48.37,48.99,47.9,48.12,48.12,3060540,0.0,1.0
2015-01-23,47.75,48.13,47.16,47.3,47.3,3506200,0.0,1.0
2015-01-26,46.63,47.33,46.63,47.19,47.19,1098630,0.0,1.0
2015-01-27,46.89,47.56,46.07,47.34,47.34,2279360,0.0,1.0
2015-01-28,46.58,46.89,46.23,46.33,46.33,1515870,0.0,1.0
2015-01-29,46.33,46.61,45.65,46.38,46.38,1905000,0.0,1.0
2015-01-30,45.6,45.85,45.22,45.61,45.61,5010270,0.0,1.0
2015-02-02,46.09,46.43,45.46,46.27,46.27,3017620,0.0,1.0
2015-02-03,47.06,47.65,46.91,47.64,47.64,1550990,0.0,1.0
2015-02-04,47.52,48.37,46.88,47.77,47.77,1724220,0.0,1.0
2015-02-05,47.52,48.42,47.52,47.88,47.88,1979180,0.0,1.0
2015-02-06,47.6,47.6,46.8,47.3,47.3,2397940,0.0,1.0
2015-02-09,47.1,48.14,47.03,47.92,47.92,1039100,0.0,1.0
2015-02-10,47.7,48.42,47.16,47.16,47.16,2185580,0.0,1.0
2015-02-11,47.28,47.47,46.54,46.95,46.95,2976610,0.0,1.0
2015-02-12,47.55,48.39,47.55,48.13,48.13,3910510,0.0,1.0
2015-02-13,48.85,49.39,48.49,49.39,49.39,1803100,0.0,1.0
2015-02-18,49.93,50.52,49.53,49.91,49.91,1381690,0.0,1.0
2015-02-19,49.91,50.22,49.4,49.8,49.8,854940,0.0,1.0
2015-02-20,49.9,50.1,49.28,49.84,49.84,1275650,0.0,1.0
2015-02-23,49.42,50.3,49.42,49.8,49.8,1832840,0.0,1.0
2015-02-24,50.0,50.69,49.57,50.41,50.41,1469120,0.0,1.0
2015-02-25,49.59,50.4,49.57,50.36,50.36,1898960,0.0,1.0
2015-02-26,50.41,50.81,49.75,50.31,50.31,1787870,0.0,1.0
2015-02-27,50.07,51.07,49.88,50.01,50.01,3167860,0.0,1.0
2015-03-02,49.99,50.1,49.34,49.59,49.59,1569070,0.0,1.0
2015-03-03,49.75,50.04,49.55,49.83,49.83,3278830,0.0,1.0
2015-03-04,49.36,49.47,48.98,49.07,49.07,1714630,0.0,1.0
2015-03-05,49.3,49.37,48.7,48.95,48.95,2070400,0.0,1.0
2015-03-06,48.91,48.96,48.4,48.55,48.55,2376170,0.0,1.0
2015-03-09,48.14,48.31,47.57,47.75,47.75,2349540,0.0,1.0
2015-03-10,47.25,47.85,46.95,46.95,46.95,2223460,0.0,1.0
2015-03-11,47.11,47.6,46.97,47.52,47.52,2682350,0.0,1.0
2015-03-12,48.17,48.25,47.28,47.45,47.45,2462020,0.0,1.0
2015-03-13,47.08,47.36,46.38,47.21,47.21,2819790,0.0,1.0
2015-03-16,47.5,47.87,47.01,47.38,47.38,3166900,0.0,1.0
2015-03-17,47.38,49.03,47.38,48.92,48.92,3044240,0.0,1.0
2015-03-18,48.71,50.36,48.37,50.1,50.1,3700050,0.0,1.0
2015-03-19,50.1,50.1,49.32,49.55,49.55,4993580,0.0,1.0
2015-03-20,50.0,50.78,49.86,50.32,50.32,3946050,0.0,1.0
2015-03-23,50.57,50.69,50.04,50.43,50.43,2397540,0.0,1.0
2015-03-24,50.39,50.75,49.55,50.04,50.04,1757140,0.0,1.0
2015-03-25,50.29,50.86,50.05,50.29,50.29,3517700,0.0,1.0
2015-03-26,49.92,50.08,49.07,49.11,49.11,5746510,0.0,1.0
2015-03-27,49.05,49.17,48.55,48.66,48.66,3614660,0.0,1.0
2015-03-30,48.68,49.84,48.42,49.82,49.82,2297080,0.0,1.0
2015-03-31,49.57,50.07,49.16,49.5,49.5,1874900,0.0,1.0
2015-04-01,50.2,51.14,50.08,50.8,50.8,2158010,0.0,1.0
2015-04-02,50.81,51.87,50.81,51.5,51.5,3355810,0.0,1.0
2015-04-06,51.77,52.6,51.77,52.1,52.1,3771490,0.0,1.0
2015-04-07,52.1,52.51,51.9,52.2,52.2,3191060,0.0,1.0
2015-04-08,52.81,52.99,52.03,52.22,52.22,4250820,0.0,1.0
2015-04-09,52.26,52.51,51.78,52.27,52.27,2305430,0.0,1.0
2015-04-10,52.23,52.84,52.02,52.65,52.65,1281940,0.0,1.0
2015-04-13,52.53,53.28,52.45,52.61,52.61,2852590,0.0,1.0
2015-04-14,53.06,53.17,52.24,52.53,52.53,1564390,0.0,1.0
2015-04-15,52.73,53.39,52.68,53.25,53.25,2052130,0.0,1.0
2015-04-16,53.21,53.25,52.76,53.03,53.03,1305710,0.0,1.0
2015-04-17,52.5,52.91,52.33,52.45,52.45,1084630,0.0,1.0
2015-04-20,52.46,52.86,52.02,52.24,52.24,3580070,0.0,1.0
2015-04-22,52.4,53.32,52.4,53.03,53.03,1918030,0.0,1.0
2015-04-23,52.76,54.25,52.47,54.04,54.04,2019250,0.0,1.0
2015-04-24,54.54,55.38,54.5,54.98,54.98,1420520,0.0,1.0
2015-04-27,54.8,55.35,53.84,53.96,53.96,1725070,0.0,1.0
2015-04-28,54.24,54.3,53.45,54.2,54.2,1650340,0.0,1.0
2015-04-29,53.9,53.91,53.43,53.68,53.68,5761910,0.0,1.0
2015-04-30,53.41,54.62,53.33,54.62,54.62,2310410,0.0,1.0
2015-05-04,55.2,55.87,55.2,55.83,55.83,1568530,0.0,1.0
2015-05-05,55.54,56.54,55.45,56.42,56.42,1115130,0.0,1.0
2015-05-06,56.45,56.9,55.22,55.43,55.43,2151410,0.0,1.0
2015-05-07,55.4,55.7,54.91,55.32,55.32,1048970,0.0,1.0
2015-05-08,56.2,56.2,55.0,55.5,55.5,1502310,0.0,1.0
2015-05-11,56.0,56.0,55.39,55.52,55.52,1659530,0.0,1.0
2015-05-12,55.32,55.8,55.15,55.18,55.18,391780,0.0,1.0
2015-05-13,55.1,55.27,54.59,54.77,54.77,1573900,0.0,1.0
2015-05-14,54.96,55.35,54.49,55.07,55.07,1209130,0.0,1.0
2015-05-15,55.05,55.69,54.84,55.59,55.59,1863590,0.0,1.0
2015-05-18,56.09,56.09,54.3,54.49,54.49,2099900,0.0,1.0
2015-05-19,54.76,54.99,53.44,53.93,53.93,1146190,0.0,1.0
2015-05-20,53.68,54.11,53.26,53.34,53.34,1956820,0.0,1.0
2015-05-21,53.07,53.77,52.97,53.55,53.55,1424040,0.0,1.0
2015-05-22,53.7,53.71,52.45,52.93,52.93,3450790,0.0,1.0
2015-05-25,52.6,53.35,52.43,53.0,53.0,2768670,0.0,1.0
2015-05-26,52.63,52.85,52.03,52.24,52.24,2178410,0.0,1.0
2015-05-27,52.24,52.79,51.65,52.65,52.65,1578890,0.0,1.0
2015-05-28,52.1,52.51,51.84,52.39,52.39,1523670,0.0,1.0
2015-05-29,52.04,52.24,51.28,51.35,51.35,2701890,0.0,1.0
2015-06-01,51.18,51.76,51.14,51.46,51.46,3674450,0.0,1.0
2015-06-02,51.5,52.63,51.5,52.62,52.62,1984500,0.0,1.0
2015-06-03,52.63,52.75,51.88,52.04,52.04,1128390,0.0,1.0
2015-06-05,51.45,51.87,51.29,51.37,51.37,1795250,0.0,1.0
2015-06-08,51.74,51.81,51.25,51.25,51.25,0,0.0,1.0
2015-06-09,51.25,51.72,51.1,51.35,51.35,0,0.0,1.0
2015-06-10,51.86,52.55,51.86,52.35,52.35,4577220,0.0,1.0
2015-06-11,52.61,52.72,51.9,52.08,52.08,3308330,0.0,1.0
2015-06-12,51.81,51.95,51.48,51.73,51.73,1673460,0.0,1.0
2015-06-15,51.5,51.72,51.06,51.63,51.63,3691360,0.0,1.0
2015-06-16,51.74,52.44,51.6,52.18,52.18,954050,0.0,1.0
2015-06-17,51.79,52.21,51.41,51.64,51.64,1689900,0.0,1.0
2015-06-18,51.9,52.84,51.71,52.61,52.61,1832810,0.0,1.0
2015-06-19,52.14,52.45,51.94,52.22,52.22,1998430,0.0,1.0
2015-06-22,52.4,52.85,52.11,52.3,52.3,1516150,0.0,1.0
2015-06-23,52.58,52.83,52.26,52.26,52.26,1407500,0.0,1.0
2015-06-24,52.04,52.7,52.04,52.25,52.25,1206580,0.0,1.0
2015-06-25,52.31,52.31,51.33,51.66,51.66,3887790,0.0,1.0
2015-06-26,51.36,52.56,51.36,52.38,52.38,2204750,0.0,1.0
2015-06-29,51.86,52.19,51.1,51.51,51.51,1997420,0.0,1.0
2015-06-30,51.51,51.83,51.31,51.46,51.46,2521560,0.0,1.0
2015-07-01,51.61,51.91,51.11,51.24,51.24,1648410,0.0,1.0
2015-07-02,51.51,51.86,51.45,51.52,51.52,1371820,0.0,1.0
2015-07-03,51.75,51.75,50.87,50.89,50.89,761460,0.0,1.0
2015-07-06,50.5,51.22,50.18,50.65,50.65,2120430,0.0,1.0
2015-07-07,50.3,50.99,49.67,50.73,50.73,2840740,0.0,1.0
2015-07-08,50.74,50.92,50.1,50.22,50.22,826480,0.0,1.0
2015-07-10,51.16,51.26,50.71,51.0,51.0,2800440,0.0,1.0
2015-07-13,51.26,51.66,51.07,51.5,51.5,1293430,0.0,1.0
2015-07-14,51.49,51.89,51.2,51.7,51.7,1752300,0.0,1.0
2015-07-15,51.56,51.81,51.25,51.36,51.36,495500,0.0,1.0
2015-07-16,51.75,51.91,51.2,51.52,51.52,562880,0.0,1.0
2015-07-17,51.55,51.81,50.72,50.76,50.76,1959050,0.0,1.0
2015-07-20,51.0,51.0,50.06,50.11,50.11,1392040,0.0,1.0
2015-07-21,50.11,50.51,49.8,49.93,49.93,1007200,0.0,1.0
2015-07-22,49.74,49.74,49.12,49.36,49.36,1527750,0.0,1.0
2015-07-23,49.11,49.58,48.2,48.24,48.24,2590050,0.0,1.0
2015-07-24,48.16,48.4,47.2,47.78,47.78,1761670,0.0,1.0
2015-07-27,47.51,47.92,47.17,47.35,47.35,2435340,0.0,1.0
2015-07-28,47.85,48.43,47.34,48.18,48.18,1974220,0.0,1.0
2015-07-29,48.0,48.9,47.94,48.74,48.74,3198510,0.0,1.0
2015-07-30,49.12,49.14,48.15,48.43,48.43,1125070,0.0,1.0
2015-07-31,48.43,49.43,48.43,49.37,49.37,1828680,0.0,1.0
2015-08-03,48.9,49.1,48.53,48.69,48.69,1125340,0.0,1.0
2015-08-04,48.41,49.11,48.33,48.59,48.59,1373540,0.0,1.0
2015-08-05,48.59,49.35,48.59,48.78,48.78,1425530,0.0,1.0
2015-08-06,48.35,49.04,48.16,48.54,48.54,2518720,0.0,1.0
2015-08-07,48.27,48.27,47.05,47.05,47.05,3004960,0.0,1.0
2015-08-10,47.1,48.1,47.1,47.88,47.88,1636220,0.0,1.0
2015-08-11,47.36,48.15,46.86,48.15,48.15,2738880,0.0,1.0
2015-08-12,47.1,47.35,46.6,46.94,46.94,3288600,0.0,1.0
2015-08-13,46.98,47.17,46.31,46.51,46.51,2287840,0.0,1.0
2015-08-14,46.63,46.72,46.1,46.1,46.1,1030100,0.0,1.0
2015-08-17,46.06,46.38,45.52,45.87,45.87,3075580,0.0,1.0
2015-08-18,45.69,46.7,45.3,46.04,46.04,2596520,0.0,1.0
2015-08-19,46.34,46.34,44.64,45.15,45.15,2765190,0.0,1.0
2015-08-20,44.75,45.44,44.65,45.17,45.17,4406710,0.0,1.0
2015-08-21,45.02,45.02,44.3,44.3,44.3,3793840,0.0,1.0
2015-08-24,42.0,43.95,41.33,42.9,42.9,5675770,0.0,1.0
2015-08-25,44.01,44.2,43.06,43.06,43.06,4988920,0.0,1.0
2015-08-26,43.5,44.73,43.18,44.66,44.66,6869520,0.0,1.0
2015-08-27,44.97,46.53,44.89,46.3,46.3,7528580,0.0,1.0
2015-08-28,46.0,46.45,45.37,45.8,45.8,9660470,0.0,1.0
2015-08-31,44.8,45.48,44.2,45.34,45.34,6687580,0.0,1.0
2015-09-01,44.29,44.67,43.84,44.17,44.17,4702010,0.0,1.0
2015-09-02,44.49,45.1,44.14,45.09,45.09,1974840,0.0,1.0
2015-09-03,45.42,46.15,44.9,45.82,45.82,2820320,0.0,1.0
2015-09-04,45.49,45.62,44.92,45.1,45.1,3747170,0.0,1.0
2015-09-08,46.0,46.0,45.18,45.34,45.34,1672330,0.0,1.0
2015-09-09,46.01,46.43,45.12,45.25,45.25,6140010,0.0,1.0
2015-09-10,44.03,45.43,43.95,45.13,45.13,3524560,0.0,1.0
2015-09-11,44.98,45.21,44.76,44.88,44.88,2745650,0.0,1.0
2015-09-14,45.41,46.1,44.88,46.1,46.1,1676460,0.0,1.0
2015-09-15,45.95,46.31,45.36,45.9,45.9,1418010,0.0,1.0
2015-09-16,46.25,47.29,46.25,47.09,47.09,2431910,0.0,1.0
2015-09-17,46.58,47.91,46.58,47.12,47.12,2285980,0.0,1.0
2015-09-18,47.09,47.09,45.52,45.79,45.79,4451370,0.0,1.0
2015-09-21,46.0,46.0,45.01,45.21,45.21,1558920,0.0,1.0
2015-09-22,44.7,45.21,43.93,44.94,44.94,2527030,0.0,1.0
2015-09-23,45.0,45.12,43.89,43.89,43.89,4183440,0.0,1.0
2015-09-24,43.0,44.27,42.62,44.0,44.0,4758810,0.0,1.0
2015-09-25,44.02,44.6,43.35,43.86,43.86,2548420,0.0,1.0
2015-09-28,43.5,43.5,42.5,42.75,42.75,2423940,0.0,1.0
2015-09-29,42.76,43.25,42.7,42.95,42.95,2015930,0.0,1.0
2015-09-30,44.16,44.16,43.07,43.43,43.43,2935390,0.0,1.0
2015-10-01,43.61,44.2,43.4,44.03,44.03,2132180,0.0,1.0
2015-10-02,43.91,45.63,43.65,45.46,45.46,3043610,0.0,1.0
2015-10-05,46.21,46.62,45.98,46.13,46.13,2260070,0.0,1.0
2015-10-06,46.18,46.66,45.93,46.19,46.19,4139890,0.0,1.0
2015-10-07,46.9,47.83,46.74,47.5,47.5,3967880,0.0,1.0
2015-10-08,47.35,47.93,47.21,47.59,47.59,5464560,0.0,1.0
2015-10-09,48.07,48.22,47.24,47.79,47.79,3780730,0.0,1.0
2015-10-13,47.4,47.4,45.72,45.93,45.93,3538020,0.0,1.0
2015-10-14,45.93,46.27,45.21,45.3,45.3,5979040,0.0,1.0
2015-10-15,45.52,46.55,44.95,45.79,45.79,2766240,0.0,1.0
2015-10-16,45.76,46.69,45.12,45.85,45.85,3335640,0.0,1.0
2015-10-19,45.62,46.3,45.47,46.0,46.0,8287070,0.0,1.0
2015-10-20,46.02,46.36,45.19,45.55,45.55,3862400,0.0,1.0
2015-10-21,45.55,45.87,45.25,45.56,45.56,2471600,0.0,1.0
2015-10-22,46.19,46.56,45.76,46.3,46.3,3258740,0.0,1.0
2015-10-23,47.2,47.4,45.96,45.96,45.96,3902650,0.0,1.0
2015-10-26,46.19,46.44,45.75,45.78,45.78,1644070,0.0,1.0
2015-10-27,45.98,45.98,45.34,45.55,45.55,3130640,0.0,1.0
2015-10-28,45.59,46.07,45.01,45.34,45.34,4291430,0.0,1.0
2015-10-29,44.9,45.32,44.18,44.18,44.18,5506310,0.0,1.0
2015-10-30,44.15,44.67,44.06,44.4,44.4,5209240,0.0,1.0
2015-11-03,45.0,46.65,44.83,46.63,46.63,5737010,0.0,1.0
2015-11-04,47.1,47.63,45.97,46.18,46.18,4126540,0.0,1.0
2015-11-05,46.22,46.62,45.98,46.45,46.45,3050960,0.0,1.0
2015-11-06,46.18,46.42,44.98,45.53,45.53,4586100,0.0,1.0
2015-11-09,45.31,45.6,44.65,44.76,44.76,1196130,0.0,1.0
2015-11-10,44.76,44.93,44.02,44.93,44.93,2557910,0.0,1.0
2015-11-11,45.39,45.87,45.18,45.78,45.78,3403620,0.0,1.0
2015-11-12,45.78,46.08,45.28,45.33,45.33,2609610,0.0,1.0
2015-11-13,45.15,45.54,44.92,45.22,45.22,2355040,0.0,1.0
2015-11-16,45.65,45.65,44.99,45.44,45.44,4908700,0.0,1.0
2015-11-17,45.81,46.27,45.71,45.89,45.89,1280250,0.0,1.0
2015-11-18,46.07,46.54,45.8,46.08,46.08,2502430,0.0,1.0
2015-11-19,46.61,46.83,46.24,46.7,46.7,2102050,0.0,1.0
2015-11-23,47.06,47.33,46.46,46.46,46.46,3357830,0.0,1.0
2015-11-24,46.48,46.88,45.96,46.79,46.79,1710070,0.0,1.0
2015-11-25,45.97,46.16,45.27,45.41,45.41,4202870,0.0,1.0
2015-11-26,45.63,45.78,45.43,45.65,45.65,1755640,0.0,1.0
2015-11-27,45.65,45.77,44.45,44.59,44.59,2710960,0.0,1.0
2015-11-30,44.0,44.58,43.7,43.7,43.7,3886090,0.0,1.0
2015-12-01,44.0,44.08,43.41,43.53,43.53,2462470,0.0,1.0
2015-12-02,43.65,43.99,43.23,43.46,43.46,5994100,0.0,1.0
2015-12-03,44.97,45.79,44.75,44.97,44.97,3894990,0.0,1.0
2015-12-04,44.89,44.89,43.68,44.1,44.1,2320720,0.0,1.0
2015-12-07,44.32,44.77,43.85,43.95,43.95,2047760,0.0,1.0
2015-12-08,43.94,43.94,42.9,43.05,43.05,4818120,0.0,1.0
2015-12-09,43.62,45.03,43.62,44.65,44.65,1993870,0.0,1.0
2015-12-10,44.8,44.8,43.99,44.32,44.32,2184890,0.0,1.0
2015-12-11,43.81,44.62,43.68,43.92,43.92,3775130,0.0,1.0
