,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2011-06-22,60.5,61.08,60.1,60.32,60.32,396362,0.0,1.0
2011-06-24,60.55,60.7,60.16,60.2,60.2,164678,0.0,1.0
2011-06-27,60.29,60.74,59.99,60.42,60.42,257605,0.0,1.0
2011-06-28,60.7,61.5,60.65,61.11,61.11,969111,0.0,1.0
2011-06-29,61.55,61.89,61.23,61.59,61.59,455922,0.0,1.0
2011-06-30,61.84,61.84,61.19,61.49,61.49,304355,0.0,1.0
2011-07-01,61.66,63.0,61.34,63.0,63.0,365552,0.0,1.0
2011-07-04,62.98,62.99,62.5,62.95,62.95,152771,0.0,1.0
2011-07-05,62.6,63.0,62.18,62.18,62.18,233992,0.0,1.0
2011-07-06,62.15,62.15,61.63,61.72,61.72,282345,0.0,1.0
2011-07-07,62.5,62.59,61.41,61.41,61.41,394901,0.0,1.0
2011-07-08,61.02,61.14,60.59,60.67,60.67,306956,0.0,1.0
2011-07-11,60.1,60.11,59.35,59.53,59.53,433165,0.0,1.0
2011-07-12,59.97,59.97,58.92,58.92,58.92,522040,0.0,1.0
2011-07-13,59.1,60.11,59.1,59.83,59.83,322127,0.0,1.0
2011-07-14,59.82,59.95,58.78,58.9,58.9,502989,0.0,1.0
2011-07-15,59.3,59.37,58.53,58.72,58.72,451773,0.0,1.0
2011-07-18,58.44,58.66,57.86,58.02,58.02,589533,0.0,1.0
2011-07-19,58.5,58.68,57.92,58.19,58.19,357600,0.0,1.0
2011-07-20,58.89,58.89,58.26,58.26,58.26,211250,0.0,1.0
2011-07-21,58.48,59.7,58.47,59.5,59.5,766222,0.0,1.0
2011-07-22,59.58,59.98,59.31,59.55,59.55,530234,0.0,1.0
2011-07-25,59.99,59.99,58.9,59.16,59.16,529885,0.0,1.0
2011-07-26,59.35,59.42,58.51,58.51,58.51,973056,0.0,1.0
2011-07-27,58.3,58.34,57.44,57.46,57.46,690312,0.0,1.0
2011-07-28,57.21,58.42,57.21,57.85,57.85,621364,0.0,1.0
2011-07-29,57.25,58.19,57.17,58.18,58.18,407839,0.0,1.0
2011-08-01,58.5,58.81,57.38,57.82,57.82,402117,0.0,1.0
2011-08-02,57.85,58.14,56.51,56.6,56.6,640651,0.0,1.0
2011-08-03,56.6,56.6,54.5,55.56,55.56,1177969,0.0,1.0
2011-08-04,54.0,54.27,51.93,52.05,52.05,1408471,0.0,1.0
2011-08-05,52.15,53.2,50.59,52.27,52.27,1359520,0.0,1.0
2011-08-08,49.11,50.3,47.11,47.76,47.76,4094925,0.0,1.0
2011-08-09,49.0,50.5,48.0,50.4,50.4,2622951,0.0,1.0
2011-08-10,50.4,51.49,49.3,50.65,50.65,1347177,0.0,1.0
2011-08-11,51.0,52.99,50.76,52.65,52.65,779863,0.0,1.0
2011-08-12,52.65,52.96,51.96,52.8,52.8,585655,0.0,1.0
2011-08-15,53.11,54.25,53.11,53.95,53.95,506460,0.0,1.0
2011-08-16,53.47,53.75,52.83,53.53,53.53,698263,0.0,1.0
2011-08-17,53.98,54.3,53.15,54.3,54.3,730873,0.0,1.0
2011-08-18,52.67,52.67,51.6,52.41,52.41,1031425,0.0,1.0
2011-08-19,51.24,52.93,51.2,51.8,51.8,592204,0.0,1.0
2011-08-22,52.83,52.86,51.7,51.75,51.75,711445,0.0,1.0
2011-08-23,51.67,53.08,51.16,53.0,53.0,1129413,0.0,1.0
2011-08-24,53.01,53.62,52.29,52.97,52.97,1173251,0.0,1.0
2011-08-25,52.77,53.44,52.01,52.15,52.15,822785,0.0,1.0
2011-08-26,52.02,52.96,51.37,52.52,52.52,982859,0.0,1.0
2011-08-29,53.25,54.37,53.19,54.1,54.1,787172,0.0,1.0
2011-08-30,53.7,55.13,53.7,54.56,54.56,834070,0.0,1.0
2011-08-31,55.3,55.75,55.1,55.75,55.75,1178016,0.0,1.0
2011-09-01,56.78,57.84,56.73,57.27,57.27,1084113,0.0,1.0
2011-09-02,56.45,56.69,55.52,55.65,55.65,768964,0.0,1.0
2011-09-05,54.6,54.97,54.09,54.29,54.29,488746,0.0,1.0
2011-09-06,53.44,55.97,53.0,55.89,55.89,1155469,0.0,1.0
2011-09-08,56.8,57.49,56.21,56.9,56.9,1816725,0.0,1.0
2011-09-09,56.5,56.5,54.85,55.1,55.1,1373770,0.0,1.0
2011-09-12,53.45,55.3,53.37,55.3,55.3,863620,0.0,1.0
2011-09-13,55.33,55.84,54.47,54.73,54.73,919922,0.0,1.0
2011-09-14,55.19,56.11,54.4,55.51,55.51,1859444,0.0,1.0
2011-09-15,56.3,56.45,55.45,55.65,55.65,710458,0.0,1.0
2011-09-16,55.81,56.45,55.51,56.45,56.45,755553,0.0,1.0
2011-09-19,55.3,56.47,54.51,56.38,56.38,1375911,0.0,1.0
2011-09-20,56.4,56.9,55.6,55.6,55.6,1121792,0.0,1.0
2011-09-21,56.3,56.88,55.02,55.02,55.02,1256569,0.0,1.0
2011-09-22,53.4,53.85,52.1,52.56,52.56,2239691,0.0,1.0
2011-09-23,52.48,53.23,52.05,52.65,52.65,1212411,0.0,1.0
2011-09-26,53.06,53.26,51.74,53.03,53.03,730256,0.0,1.0
2011-09-27,53.95,54.3,53.15,53.15,53.15,824253,0.0,1.0
2011-09-28,53.5,54.17,52.54,52.54,52.54,868732,0.0,1.0
2011-09-29,53.0,53.54,52.21,52.76,52.76,888706,0.0,1.0
2011-09-30,52.25,52.41,51.25,51.6,51.6,1720258,0.0,1.0
2011-10-03,51.15,51.55,50.0,50.0,50.0,1436743,0.0,1.0
2011-10-04,49.35,50.1,48.75,50.1,50.1,1669026,0.0,1.0
2011-10-05,49.9,50.6,49.6,50.1,50.1,973986,0.0,1.0
2011-10-06,51.07,52.04,50.9,51.5,51.5,1283773,0.0,1.0
2011-10-07,52.22,52.3,50.18,50.41,50.41,2315313,0.0,1.0
2011-10-10,51.12,52.8,51.04,52.8,52.8,1028055,0.0,1.0
2011-10-11,52.29,53.41,52.27,53.09,53.09,1426349,0.0,1.0
2011-10-13,53.61,54.0,52.64,54.0,54.0,759125,0.0,1.0
2011-10-14,54.48,54.48,53.72,54.4,54.4,1017748,0.0,1.0
2011-10-17,53.79,54.19,52.83,53.12,53.12,658001,0.0,1.0
2011-10-18,53.23,54.5,52.51,54.4,54.4,774850,0.0,1.0
2011-10-19,54.45,54.55,53.78,54.28,54.28,1210708,0.0,1.0
2011-10-20,53.65,54.49,52.92,53.17,53.17,1302741,0.0,1.0
2011-10-21,53.9,54.75,53.72,54.6,54.6,848887,0.0,1.0
2011-10-24,55.0,56.48,54.83,56.0,56.0,736744,0.0,1.0
2011-10-25,55.8,56.1,55.09,55.35,55.35,2254119,0.0,1.0
2011-10-26,56.1,56.59,55.5,56.49,56.49,896604,0.0,1.0
2011-10-27,58.43,59.09,57.98,58.1,58.1,1646759,0.0,1.0
2011-10-28,58.0,58.87,57.84,58.55,58.55,811500,0.0,1.0
2011-10-31,57.99,58.08,57.34,57.57,57.57,1248188,0.0,1.0
2011-11-01,55.68,56.79,55.07,56.48,56.48,1794804,0.0,1.0
2011-11-03,57.82,57.82,56.95,57.3,57.3,921937,0.0,1.0
2011-11-04,57.23,58.01,56.52,58.0,58.0,536518,0.0,1.0
2011-11-07,57.83,58.63,57.83,58.4,58.4,904371,0.0,1.0
2011-11-08,58.65,58.8,57.76,58.1,58.1,1351053,0.0,1.0
2011-11-09,57.15,57.39,56.43,56.78,56.78,1122044,0.0,1.0
2011-11-10,57.21,57.57,56.55,56.7,56.7,1551302,0.0,1.0
2011-11-11,57.42,57.94,57.19,57.66,57.66,639186,0.0,1.0
2011-11-14,57.58,58.0,57.18,57.4,57.4,853241,0.0,1.0
2011-11-16,57.1,58.13,56.94,57.68,57.68,649742,0.0,1.0
2011-11-17,57.41,57.79,55.9,56.15,56.15,2425509,0.0,1.0
2011-11-18,56.41,56.79,55.65,56.0,56.0,878330,0.0,1.0
2011-11-21,55.3,56.37,54.76,55.6,55.6,1751861,0.0,1.0
2011-11-22,55.7,56.2,54.88,55.1,55.1,1699430,0.0,1.0
2011-11-23,54.41,55.0,54.11,54.31,54.31,2283334,0.0,1.0
2011-11-24,54.73,54.8,53.81,54.47,54.47,836907,0.0,1.0
2011-11-25,54.34,54.9,53.81,54.25,54.25,680712,0.0,1.0
2011-11-28,55.3,55.75,55.12,55.12,55.12,542746,0.0,1.0
2011-11-29,55.47,55.61,54.6,54.65,54.65,857236,0.0,1.0
2011-11-30,55.03,56.88,55.03,56.18,56.18,2079578,0.0,1.0
2011-12-01,57.1,57.58,56.75,57.41,57.41,915117,0.0,1.0
2011-12-02,57.82,58.25,56.82,57.03,57.03,857060,0.0,1.0
2011-12-05,57.59,58.49,57.52,58.18,58.18,919280,0.0,1.0
2011-12-06,57.81,58.73,57.72,58.73,58.73,731140,0.0,1.0
2011-12-07,58.35,58.52,57.72,57.72,57.72,1015210,0.0,1.0
2011-12-08,57.99,58.45,56.48,56.52,56.52,1056260,0.0,1.0
2011-12-09,57.0,57.75,56.75,57.41,57.41,1998680,0.0,1.0
2011-12-12,56.91,57.9,56.1,56.52,56.52,1542070,0.0,1.0
2011-12-13,57.02,57.35,56.54,56.62,56.62,623940,0.0,1.0
2011-12-14,56.88,57.7,55.75,55.75,55.75,940720,0.0,1.0
2011-12-15,56.44,56.73,55.5,55.55,55.55,795740,0.0,1.0
2011-12-16,55.86,56.2,55.37,55.45,55.45,639020,0.0,1.0
2011-12-19,56.0,56.0,54.5,54.5,54.5,2242800,0.0,1.0
2011-12-20,55.16,56.26,54.8,56.26,56.26,1563690,0.0,1.0
2011-12-21,55.65,56.06,55.24,55.82,55.82,1157750,0.0,1.0
2011-12-22,56.17,56.17,56.17,56.17,56.17,10,0.0,1.0
2011-12-23,56.7,57.01,56.63,56.75,56.75,440340,0.0,1.0
2011-12-26,56.75,57.1,56.75,56.9,56.9,118430,0.0,1.0
2011-12-27,56.92,57.36,56.92,57.14,57.14,545720,0.0,1.0
2011-12-28,57.0,57.05,55.56,55.65,55.65,778730,0.0,1.0
2011-12-29,55.7,56.14,55.49,55.98,55.98,358610,0.0,1.0
2012-01-02,56.0,56.0,56.0,56.0,56.0,13,0.0,1.0
2012-01-03,57.5,57.5,57.5,57.5,57.5,6,0.0,1.0
2012-01-04,58.65,58.65,58.65,58.65,58.65,15,0.0,1.0
2012-01-05,57.36,57.36,57.36,57.36,57.36,10,0.0,1.0
2012-01-06,58.28,58.3,58.28,58.28,58.28,19,0.0,1.0
2012-01-09,60.0,60.0,60.0,60.0,60.0,15,0.0,1.0
2012-01-10,59.98,65.0,58.0,58.0,58.0,28,0.0,1.0
2012-01-11,59.13,60.0,59.13,59.13,59.13,36,0.0,1.0
2012-01-12,59.5,59.6,58.8,58.8,58.8,53,0.0,1.0
2012-01-13,59.3,59.3,58.6,58.6,58.6,16,0.0,1.0
2012-01-16,59.0,59.0,59.0,59.0,59.0,1,0.0,1.0
2012-01-17,59.71,59.85,56.12,56.12,56.12,20,0.0,1.0
2012-01-18,59.99,60.0,59.99,59.99,59.99,35,0.0,1.0
2012-01-19,60.91,61.25,60.87,60.87,60.87,24,0.0,1.0
2012-01-20,61.05,61.1,60.0,60.0,60.0,24,0.0,1.0
2012-01-23,60.01,61.5,56.21,56.21,56.21,41,0.0,1.0
2012-01-24,60.0,60.0,59.01,59.01,59.01,12,0.0,1.0
2012-01-26,62.0,67.44,62.0,62.0,62.0,34,0.0,1.0
2012-01-27,62.08,62.08,62.08,62.08,62.08,11,0.0,1.0
2012-01-30,61.4,61.4,61.4,61.4,61.4,15,0.0,1.0
2012-01-31,61.86,61.86,61.86,61.86,61.86,1,0.0,1.0
2012-02-01,63.2,67.45,63.2,63.2,63.2,30,0.0,1.0
2012-02-02,63.63,63.8,57.21,57.21,57.21,15,0.0,1.0
2012-02-03,64.19,65.0,63.0,63.0,63.0,16,0.0,1.0
2012-02-06,63.99,63.99,63.99,63.99,63.99,18,0.0,1.0
2012-02-07,66.5,66.5,66.5,66.5,66.5,19,0.0,1.0
2012-02-08,65.23,65.23,64.85,64.85,64.85,19,0.0,1.0
2012-02-09,65.0,65.0,64.4,64.4,64.4,11,0.0,1.0
2012-02-10,63.32,66.49,63.1,63.1,63.1,19,0.0,1.0
2012-02-13,64.29,67.88,64.29,64.29,64.29,16,0.0,1.0
2012-02-14,65.5,67.0,64.3,64.3,64.3,11,0.0,1.0
2012-02-15,64.75,64.75,64.35,64.35,64.35,8,0.0,1.0
2012-02-16,64.01,64.01,64.01,64.01,64.01,15,0.0,1.0
2012-02-17,65.45,65.45,64.91,64.91,64.91,13,0.0,1.0
2012-02-22,63.99,65.0,63.76,63.76,63.76,21,0.0,1.0
2012-02-23,64.95,67.49,64.95,64.95,64.95,21,0.0,1.0
2012-02-24,65.25,65.4,65.25,65.25,65.25,24,0.0,1.0
2012-02-27,65.0,67.49,64.3,64.3,64.3,26,0.0,1.0
2012-02-28,65.0,65.0,65.0,65.0,65.0,10,0.0,1.0
2012-02-29,65.2,65.4,65.2,65.2,65.2,17,0.0,1.0
2012-03-01,65.4,65.51,64.01,64.01,64.01,24,0.0,1.0
2012-03-02,66.4,69.7,66.4,66.4,66.4,19,0.0,1.0
2012-03-05,66.66,68.0,65.51,65.51,65.51,15,0.0,1.0
2012-03-06,64.7,64.7,64.0,64.0,64.0,21,0.0,1.0
2012-03-07,70.0,70.0,64.45,64.45,64.45,14,0.0,1.0
2012-03-08,65.95,66.25,65.95,65.95,65.95,28,0.0,1.0
2012-03-09,65.87,66.15,65.87,65.87,65.87,12,0.0,1.0
2012-03-12,66.5,66.5,65.53,65.53,65.53,33,0.0,1.0
2012-03-13,66.5,66.5,66.5,66.5,66.5,3,0.0,1.0
2012-03-14,68.5,68.5,68.5,68.5,68.5,9,0.0,1.0
2012-03-15,67.99,67.99,66.94,66.94,66.94,15,0.0,1.0
2012-03-16,66.7,66.7,65.51,65.51,65.51,12,0.0,1.0
2012-03-19,65.51,69.19,64.01,64.01,64.01,24,0.0,1.0
2012-03-20,69.19,69.19,66.04,66.04,66.04,32,0.0,1.0
2012-03-21,69.17,69.17,65.9,65.9,65.9,13,0.0,1.0
2012-03-22,64.0,69.19,58.18,58.18,58.18,85,0.0,1.0
2012-03-23,65.05,65.1,64.9,64.9,64.9,24,0.0,1.0
2012-03-26,65.44,65.44,64.0,64.0,64.0,10,0.0,1.0
2012-03-27,65.74,69.19,61.01,61.01,61.01,30,0.0,1.0
2012-03-28,64.91,64.91,64.08,64.08,64.08,7,0.0,1.0
2012-03-29,64.0,64.0,63.4,63.4,63.4,22,0.0,1.0
2012-03-30,63.69,63.99,63.69,63.69,63.69,21,0.0,1.0
2012-04-02,65.57,65.57,65.57,65.57,65.57,20,0.0,1.0
2012-04-03,64.27,64.27,64.01,64.01,64.01,6,0.0,1.0
2012-04-04,63.42,63.42,62.75,62.75,62.75,23,0.0,1.0
2012-04-05,62.75,62.9,62.75,62.75,62.75,6,0.0,1.0
2012-04-09,62.7,63.34,62.2,62.2,62.2,40,0.0,1.0
2012-04-10,63.0,63.0,61.8,61.8,61.8,33,0.0,1.0
2012-04-11,61.35,62.41,60.95,60.95,60.95,25,0.0,1.0
2012-04-12,62.42,62.42,61.5,61.5,61.5,12,0.0,1.0
2012-04-13,62.0,62.0,61.35,61.35,61.35,27,0.0,1.0
2012-04-16,61.35,61.6,60.73,60.73,60.73,27,0.0,1.0
2012-04-17,61.6,63.99,60.74,60.74,60.74,16,0.0,1.0
2012-04-18,60.5,62.0,60.01,60.01,60.01,26,0.0,1.0
2012-04-19,62.35,62.35,62.35,62.35,62.35,11,0.0,1.0
2012-04-20,62.18,62.99,62.18,62.18,62.18,11,0.0,1.0
2012-04-23,60.29,60.59,60.29,60.29,60.29,11,0.0,1.0
2012-04-24,60.67,61.0,60.67,60.67,60.67,26,0.0,1.0
2012-04-25,63.99,63.99,63.99,63.99,63.99,7,0.0,1.0
2012-04-26,60.75,63.99,59.91,59.91,59.91,21,0.0,1.0
2012-04-27,61.24,61.6,60.93,60.93,60.93,18,0.0,1.0
2012-04-30,60.93,60.93,60.93,60.93,60.93,7,0.0,1.0
2012-05-02,63.99,63.99,63.99,63.99,63.99,30,0.0,1.0
2012-05-03,61.7,61.7,61.7,61.7,61.7,18,0.0,1.0
2012-05-04,60.72,63.05,59.88,59.88,59.88,27,0.0,1.0
2012-05-07,61.29,61.29,61.0,61.0,61.0,6,0.0,1.0
2012-05-08,60.0,60.0,59.35,59.35,59.35,12,0.0,1.0
2012-05-09,59.5,63.99,59.24,59.24,59.24,44,0.0,1.0
2012-05-10,59.75,59.75,59.0,59.0,59.0,18,0.0,1.0
2012-05-11,61.99,61.99,61.99,61.99,61.99,17,0.0,1.0
2012-05-14,58.0,63.0,57.28,57.28,57.28,30,0.0,1.0
2012-05-15,57.0,57.0,55.02,55.02,55.02,73,0.0,1.0
2012-05-16,56.46,57.54,54.93,54.93,54.93,41,0.0,1.0
2012-05-17,55.47,55.47,49.6,49.6,49.6,53,0.0,1.0
2012-05-18,54.0,54.99,53.68,53.68,53.68,52,0.0,1.0
2012-05-21,55.0,55.94,55.0,55.0,55.0,28,0.0,1.0
2012-05-22,52.35,55.1,50.09,50.09,50.09,25,0.0,1.0
2012-05-23,54.25,54.25,52.48,52.48,52.48,43,0.0,1.0
2012-05-24,54.0,54.0,50.01,50.01,50.01,29,0.0,1.0
2012-05-25,53.36,53.65,53.36,53.36,53.36,15,0.0,1.0
2012-05-28,54.58,54.58,54.58,54.58,54.58,12,0.0,1.0
2012-05-29,55.0,55.0,54.0,54.0,54.0,27,0.0,1.0
2012-05-30,53.0,53.0,52.7,52.7,52.7,22,0.0,1.0
2012-05-31,54.54,54.54,54.54,54.54,54.54,26,0.0,1.0
2012-06-01,53.0,54.99,52.96,52.96,52.96,35,0.0,1.0
2012-06-04,53.5,53.5,50.01,50.01,50.01,18,0.0,1.0
2012-06-05,53.0,57.7,51.91,51.91,51.91,32,0.0,1.0
2012-06-06,53.23,55.76,53.23,53.23,53.23,28,0.0,1.0
2012-06-08,53.28,53.28,53.1,53.1,53.1,7,0.0,1.0
2012-06-11,53.65,55.5,53.5,53.5,53.5,48,0.0,1.0
2012-06-12,53.79,53.79,53.79,53.79,53.79,12,0.0,1.0
2012-06-13,55.66,55.66,54.75,54.75,54.75,30,0.0,1.0
2012-06-14,54.88,54.88,54.88,54.88,54.88,16,0.0,1.0
2012-06-15,54.62,54.88,52.91,52.91,52.91,15,0.0,1.0
2012-06-18,55.48,55.48,55.48,55.48,55.48,1,0.0,1.0
2012-06-19,57.99,57.99,57.99,57.99,57.99,32,0.0,1.0
2012-06-20,56.13,56.13,55.01,55.01,55.01,19,0.0,1.0
2012-06-21,55.3,55.3,55.0,55.0,55.0,32,0.0,1.0
2012-06-22,54.55,54.55,52.92,52.92,52.92,26,0.0,1.0
2012-06-25,53.41,53.41,53.0,53.0,53.0,13,0.0,1.0
2012-06-26,55.62,55.62,52.5,52.5,52.5,22,0.0,1.0
2012-06-27,53.0,53.0,52.02,52.02,52.02,29,0.0,1.0
2012-06-28,52.25,53.0,51.8,51.8,51.8,23,0.0,1.0
2012-06-29,53.19,53.19,53.06,53.06,53.06,23,0.0,1.0
2012-07-02,53.15,53.15,52.6,52.6,52.6,25,0.0,1.0
2012-07-03,55.2,55.2,55.2,55.2,55.2,22,0.0,1.0
2012-07-04,55.5,55.5,55.08,55.08,55.08,13,0.0,1.0
2012-07-05,56.93,56.93,56.93,56.93,56.93,48,0.0,1.0
2012-07-06,56.0,56.0,52.01,52.01,52.01,18,0.0,1.0
2012-07-10,54.1,54.1,54.1,54.1,54.1,11,0.0,1.0
2012-07-11,53.2,53.22,52.41,52.41,52.41,38,0.0,1.0
2012-07-12,52.49,52.49,52.49,52.49,52.49,44,0.0,1.0
2012-07-13,53.15,53.15,53.15,53.15,53.15,15,0.0,1.0
2012-07-16,53.0,53.0,52.44,52.44,52.44,20,0.0,1.0
2012-07-17,54.0,54.97,54.0,54.0,54.0,23,0.0,1.0
2012-07-18,53.46,53.46,53.44,53.44,53.44,42,0.0,1.0
2012-07-19,54.99,54.99,54.99,54.99,54.99,7,0.0,1.0
2012-07-20,51.11,51.11,51.11,51.11,51.11,5,0.0,1.0
2012-07-23,54.39,54.39,54.39,54.39,54.39,28,0.0,1.0
2012-07-24,52.0,52.07,51.45,51.45,51.45,43,0.0,1.0
2012-07-25,51.85,52.2,51.7,51.7,51.7,36,0.0,1.0
2012-07-26,52.11,52.29,52.11,52.11,52.11,27,0.0,1.0
2012-07-27,53.12,56.0,51.52,51.52,51.52,69,0.0,1.0
2012-07-30,56.0,56.0,56.0,56.0,56.0,31,0.0,1.0
2012-07-31,56.4,56.4,55.4,55.4,55.4,17,0.0,1.0
2012-08-01,55.33,55.33,55.18,55.18,55.18,47,0.0,1.0
2012-08-02,54.9,55.16,54.55,54.55,54.55,36,0.0,1.0
2012-08-03,56.5,56.5,56.5,56.5,56.5,34,0.0,1.0
2012-08-06,57.76,57.76,57.76,57.76,57.76,45,0.0,1.0
2012-08-07,57.62,58.0,54.63,54.63,54.63,36,0.0,1.0
2012-08-08,57.5,57.72,57.0,57.0,57.0,15,0.0,1.0
2012-08-09,57.99,59.46,57.5,57.5,57.5,20,0.0,1.0
2012-08-10,58.1,58.1,55.6,55.6,55.6,22,0.0,1.0
2012-08-13,57.57,57.57,57.57,57.57,57.57,3,0.0,1.0
2012-08-14,58.0,58.4,55.02,55.02,55.02,66,0.0,1.0
2012-08-15,57.15,57.15,57.15,57.15,57.15,7,0.0,1.0
2012-08-16,59.55,59.55,59.55,59.55,59.55,32,0.0,1.0
2012-08-17,59.0,59.99,58.47,58.47,58.47,12,0.0,1.0
2012-08-20,58.47,58.74,57.53,57.53,57.53,34,0.0,1.0
2012-08-21,58.77,60.0,58.7,58.7,58.7,34,0.0,1.0
2012-08-22,58.0,59.99,56.09,56.09,56.09,28,0.0,1.0
2012-08-23,58.45,59.72,57.81,57.81,57.81,20,0.0,1.0
2012-08-24,57.7,57.7,57.7,57.7,57.7,34,0.0,1.0
2012-08-27,57.2,57.42,57.2,57.2,57.2,37,0.0,1.0
2012-08-28,58.0,58.0,58.0,58.0,58.0,20,0.0,1.0
2012-08-29,57.4,57.4,55.26,55.26,55.26,24,0.0,1.0
2012-08-30,57.42,57.42,57.42,57.42,57.42,19,0.0,1.0
2012-08-31,56.17,56.66,55.04,55.04,55.04,17,0.0,1.0
2012-09-03,56.2,57.47,56.2,56.2,56.2,32,0.0,1.0
2012-09-04,56.0,56.0,55.68,55.68,55.68,18,0.0,1.0
2012-09-05,55.73,55.8,55.73,55.73,55.73,36,0.0,1.0
2012-09-06,57.25,57.28,57.25,57.25,57.25,15,0.0,1.0
2012-09-10,57.75,58.12,56.71,56.71,56.71,29,0.0,1.0
2012-09-11,61.99,61.99,61.99,61.99,61.99,9,0.0,1.0
2012-09-12,58.42,58.99,58.42,58.42,58.42,25,0.0,1.0
2012-09-13,60.77,60.77,60.77,60.77,60.77,16,0.0,1.0
2012-09-14,61.38,62.0,60.85,60.85,60.85,19,0.0,1.0
2012-09-17,61.15,61.35,60.28,60.28,60.28,53,0.0,1.0
2012-09-18,60.8,62.0,60.8,60.8,60.8,28,0.0,1.0
2012-09-19,61.85,61.85,61.85,61.85,61.85,34,0.0,1.0
2012-09-20,60.48,61.61,60.13,60.13,60.13,15,0.0,1.0
2012-09-21,61.17,61.17,61.17,61.17,61.17,1,0.0,1.0
2012-09-24,59.56,62.52,59.56,59.56,59.56,37,0.0,1.0
2012-09-25,60.4,60.4,59.49,59.49,59.49,16,0.0,1.0
2012-09-26,60.58,60.58,60.1,60.1,60.1,16,0.0,1.0
2012-09-27,59.4,59.4,59.4,59.4,59.4,23,0.0,1.0
2012-09-28,59.02,59.02,56.84,56.84,56.84,17,0.0,1.0
2012-10-01,59.0,59.0,59.0,59.0,59.0,26,0.0,1.0
2012-10-02,58.5,59.0,58.13,58.13,58.13,9,0.0,1.0
2012-10-03,58.3,58.3,58.3,58.3,58.3,12,0.0,1.0
2012-10-04,57.3,57.99,57.3,57.3,57.3,45,0.0,1.0
2012-10-05,57.55,57.55,57.55,57.55,57.55,2,0.0,1.0
2012-10-08,58.9,58.9,58.9,58.9,58.9,20,0.0,1.0
2012-10-09,58.25,58.25,57.5,57.5,57.5,17,0.0,1.0
2012-10-10,57.5,61.0,54.55,54.55,54.55,29,0.0,1.0
2012-10-11,57.33,58.17,54.55,54.55,54.55,18,0.0,1.0
2012-10-15,58.0,59.0,57.82,57.82,57.82,41,0.0,1.0
2012-10-16,58.2,59.2,58.2,58.2,58.2,17,0.0,1.0
2012-10-17,58.96,61.47,58.96,58.96,58.96,37,0.0,1.0
2012-10-18,58.9,58.97,58.6,58.6,58.6,12,0.0,1.0
2012-10-19,58.39,62.49,57.49,57.49,57.49,12,0.0,1.0
2012-10-22,57.8,58.32,57.8,57.8,57.8,28,0.0,1.0
2012-10-23,57.75,57.75,56.7,56.7,56.7,114,0.0,1.0
2012-10-24,56.7,56.93,56.31,56.31,56.31,26,0.0,1.0
2012-10-25,55.5,57.99,54.16,54.16,54.16,56,0.0,1.0
2012-10-26,57.99,57.99,57.99,57.99,57.99,22,0.0,1.0
2012-10-29,56.29,56.29,55.86,55.86,55.86,2,0.0,1.0
2012-10-30,56.5,56.5,56.5,56.5,56.5,22,0.0,1.0
2012-10-31,57.0,57.0,56.5,56.5,56.5,27,0.0,1.0
2012-11-01,57.6,57.6,57.6,57.6,57.6,11,0.0,1.0
2012-11-05,57.14,57.43,57.14,57.14,57.14,30,0.0,1.0
2012-11-06,58.2,58.38,58.2,58.2,58.2,40,0.0,1.0
2012-11-07,58.29,59.0,56.99,56.99,56.99,36,0.0,1.0
2012-11-08,57.71,63.9,55.88,55.88,55.88,49,0.0,1.0
2012-11-09,58.05,58.05,58.05,58.05,58.05,36,0.0,1.0
2012-11-12,56.0,56.83,56.0,56.0,56.0,16,0.0,1.0
2012-11-13,57.24,57.24,57.24,57.24,57.24,5,0.0,1.0
2012-11-14,57.0,57.0,55.03,55.03,55.03,24,0.0,1.0
2012-11-16,55.0,55.0,55.0,55.0,55.0,12,0.0,1.0
2012-11-19,54.6,55.15,54.0,54.0,54.0,17,0.0,1.0
2012-11-21,55.24,55.57,55.24,55.24,55.24,14,0.0,1.0
2012-11-22,55.53,56.0,55.29,55.29,55.29,28,0.0,1.0
2012-11-23,56.27,56.27,56.27,56.27,56.27,55,0.0,1.0
2012-11-26,56.55,56.55,55.65,55.65,55.65,15,0.0,1.0
2012-11-27,55.65,56.34,55.18,55.18,55.18,55,0.0,1.0
2012-11-28,55.52,55.52,55.52,55.52,55.52,88,0.0,1.0
2012-11-29,55.84,58.62,55.84,55.84,55.84,104,0.0,1.0
2012-11-30,58.94,58.94,55.69,55.69,55.69,141,0.0,1.0
2012-12-03,56.92,58.24,56.92,56.92,56.92,117,0.0,1.0
2012-12-04,56.92,57.42,56.8,56.8,56.8,90,0.0,1.0
2012-12-05,56.46,56.46,56.46,56.46,56.46,6,0.0,1.0
2012-12-06,56.46,56.72,56.35,56.35,56.35,52,0.0,1.0
2012-12-07,57.15,57.45,57.15,57.15,57.15,12,0.0,1.0
2012-12-10,57.86,58.94,57.86,57.86,57.86,28,0.0,1.0
2012-12-11,58.39,58.39,58.39,58.39,58.39,43,0.0,1.0
2012-12-12,58.37,58.46,58.29,58.29,58.29,7,0.0,1.0
2012-12-13,59.49,59.49,59.49,59.49,59.49,26,0.0,1.0
2012-12-14,58.6,58.6,58.5,58.5,58.5,23,0.0,1.0
2012-12-17,59.0,59.44,58.5,58.5,58.5,13,0.0,1.0
2012-12-18,59.15,59.15,59.15,59.15,59.15,18,0.0,1.0
